0,0.689655172
0.316227766,0.634146341
0.447213595,0.453793103
0.547722558,0.278688525
0.632455532,0.181945908
0.707106781,0.123264441
0.774596669,0.090753425
0.836660027,0.120786241
0.894427191,0.147368421
0.948683298,0.186345569
1,0.226167511
1.048808848,0.275374323
1.095445115,0.335510463
1.140175425,0.385057471
1.183215957,0.435032596
1.224744871,0.48066627
1.264911064,0.532597448
1.303840481,0.573647015
1.341640786,0.589198574
1.378404875,0.597688354
1.414213562,0.633356216
1.58113883,0.781208021
1.732050808,0.838285334
1.870828693,0.876552967
2,0.899050744
2.121320344,0.915227084
2.236067977,0.925584926
2.34520788,0.933555227
2.449489743,0.938500255
2.549509757,0.939952446
2.645751311,0.940281966
2.738612788,0.939545175
2.828427125,0.939008941
2.915475947,0.937394186
3,0.934893052
3.082207001,0.930659166
3.16227766,0.923666849
3.240370349,0.912737484
3.31662479,0.898098622
3.391164992,0.872488365
3.464101615,0.890501453
3.535533906,0.84701814
3.605551275,0.049046069
3.674234614,0.003854758
3.741657387,-0.026644751
